user_id,commerce_id,view,comment,like,fav,share,rate,asset_id
cb99250c-7f15-49cf-b60f-f900ef8305f8,6a465357a9b42fb8f6517938,1,我们正好在做相关业务拓展，这个项目很对口。,1,0,0,1.5,
6e627996-b2aa-4b86-923d-616d86a22040,6a46535777f766a93b517531,1,我们可以做，而且质量有保证，希望能深入聊聊。,1,1,0,4.1,7920da93-733c-49a4-bc67-d14ff99b9bfe
9cecb12b-b446-499e-b2b6-931ba1db55df,6a465357f9216a0c4d517d96,1,这个视频的预期传播渠道有哪些？,1,1,1,2.8,
5d60ae2e-95bd-44b6-85c4-4de551657691,6a4653578f1c890087517dd0,1,我们很重视这个项目，会安排最好的团队来执行。，看好这个项目,1,1,0,3.7,12971d46-14a2-429a-aee4-2e5126ef72ee
0b585ad8-af44-4e65-962a-06a21336f8e4,6a465357a739bc5e1e51636e,1,,0,1,1,3.9,
4c6fd684-7744-4624-a0ad-d5ccddaef63e,6a4653578c9743e8e751745a,1,我们很重视这个项目，会安排最好的团队来执行。,0,0,0,3,e0d2b87c-7872-4ca1-9a9c-944f20ffe53c
6f3232db-0373-4c47-b98e-1fb06f496293,6a46535755dec9451451672d,1,,0,0,1,1,91851156-872e-438b-88f6-ce3b5eea3b2f
2175fd97-5a05-4029-a76d-8bd91beb5130,6a4653573d87b7b5f35174a2,1,我们可以提供多个版本的创意方案供您选择。,1,0,0,3.1,
7208db51-cd42-485d-8b5c-674e1c0449d0,6a4653579f37e8ee5c517401,1,,1,0,1,3,b694017f-a3a8-4387-a1a1-993802a47289
91037ecc-1a8d-4a8f-a363-93aeac124ab9,6a46535781f9038f3c51770c,1,,0,0,1,3.5,e6bdd6ba-4aa5-4791-93ac-8446307f7885
add83b05-56e7-4d76-894b-192bd5977731,6a4653574241ad8df35165d6,1,非常有意向合作，我们团队可以快速响应。,0,1,1,1.8,
6d273d75-7976-4593-8ad1-c0a89cc2b8bb,6a4653576e5488ef91515479,1,建议可以加入一些航拍镜头，提升整体视觉层次。,0,1,1,2.6,
f89c9ac6-8e2c-442d-b341-a6ea32648fa7,6a465357556aac77d3516b96,1,团队包括编导、摄像、灯光、后期等全职人员。,1,1,0,2.7,704603d9-432b-4d4a-bbaf-5bbf7a4942be
fecbf599-0f5e-42e9-8789-dc9e94656b6e,6a4653571e64a204a6516214,1,建议可以加入一些航拍镜头，提升整体视觉层次。,0,0,0,4.2,4245e4b4-2c1a-49d4-b836-798b98cefa3a
fc8dba48-955a-40aa-a9d1-bfd2a3780fe1,6a465357935303ff1a5170eb,1,,1,1,1,3.5,96a3aad3-1fd9-4fc8-a3b5-ec608bf5cb73
2ad7bfd1-1079-4ce4-a09e-74681b4db847,6a46535705db651fc25170e0,1,,0,1,0,2,7d1f8528-684d-4c73-b48f-d1b7d36f26c6
ffadecc3-dd20-4b1e-a5f9-868c48220d11,6a4653572596ccf9285157ba,1,看了需求描述，感觉就是为我们团队量身定做的。,1,1,1,3.4,758ac404-8082-45d0-8557-b920b592a55e
548197bf-88b0-41fd-a0c5-6ccdee9fbc23,6a465357fd271bc4aa516bfa,1,非常期待能参与这个项目，我们团队很匹配！,0,1,1,3.3,0028dc4b-42a3-43a3-a4c3-93a7ac3fabaa
dadc77d3-eb81-4ea1-bb83-c7dfc7cf9c90,6a46535799e985dedf515d04,1,我们可以保证在约定时间内高质量完成交付。,1,1,0,4.2,0cb5d72f-d5e0-4125-a5aa-a58b160c1e6e
f044782c-ef87-423c-8a5e-c0d7da4d0f30,6a465357babbcea3ef51625d,1,,1,1,0,3.7,e024b4ce-66ce-4c26-9b2f-c4c18a2e3a1a
62b4e58c-298a-4766-b2b5-98acd934787d,6a465357d25d01d2f151629d,1,我们有专业的后期制作团队和全套剪辑设备。,0,1,1,1.7,
b6b4151f-50ce-48f8-94be-f392f124383f,6a4653572b1cedbe6a516631,1,,0,0,0,1.2,d1326017-3eaa-41fe-96ed-5259f4002146
2efbe55b-2280-4add-a283-51d65f1e2022,6a4653573fc3b4653c5178ed,1,我们有丰富的行业拍摄经验，曾服务过多家知名品牌。,1,1,1,2.7,901fad76-b4fa-4d2f-b6b7-c30f76654b4c
7b4110e3-fd82-4cb9-924b-031e4652a123,6a465357fdaaaf7cc5517c94,1,我们是政府认证的影视制作企业，资质齐全。,1,0,1,1.8,9a11d748-cd68-403a-a7a2-2949d4448592
0681e8e7-7193-4188-957f-690f42a8c874,6a4653576b34882ee1517ee5,1,您希望视频呈现什么风格？高端大气还是亲民接地气？,0,1,0,2.6,
11a84cce-0dc6-4457-9d93-886cf3fc7ea3,6a465357cedafe0e62517a6a,1,之前合作过的客户都给了五星好评，口碑很好。,1,0,0,2.6,a61ca006-d152-4620-9039-f2493136bd7f
4a1b9ca0-2bec-44fd-a521-43a7b5e6f338,6a4653571ff1ceccd9515e9e,1,补充一下，我们可以先出一版创意方案，您看看方向是否合适。,0,1,1,3.8,c7e0b853-cc44-4d86-9856-c9d8df9ab386
c6503104-dd77-4cdb-99f9-428dfd01f42e,6a465357f865bf5bc051656c,1,我们的导演有多年广告片拍摄经验，审美在线。,1,0,1,1.3,425537b7-962f-49a7-bc87-def4cef3c6ab
aedc1aeb-a981-4119-968a-e44271850a2e,6a46535768855ab45551673e,1,这个需求和我们团队的能力非常匹配，期待合作！,1,0,0,3.6,cbf67fc8-704b-4898-9681-f601618da704
6f63c6a3-fb90-4484-8505-595c5424ca92,6a4653574047a86c1d517b2a,1,,1,0,0,2.5,3a701081-48f8-4591-8934-0db0d2ad85d9
2af4f65f-3169-4f93-9427-02934b19970f,6a46535724e231f3e55174cb,1,,1,1,1,1.4,
c7df5533-3593-4abd-85a8-4436d1051de7,6a465357a461cc0e1951633f,1,请问视频中需要出现品牌LOGO和产品实拍吗？,0,0,0,2.9,f18d28da-4ab3-4a2c-a087-bce7f3ca6a74
6378c258-d0a8-4ee8-afe9-064ffda832a9,6a46535783fa06bd84517071,1,我们正好在做相关业务拓展，这个项目很对口。,0,0,1,4.5,1fdc2863-45cd-4e25-8568-834a93884490
38979b81-c531-4ec9-9eee-c359bec0879a,6a46535724d6fa835c515a30,1,可以给您看我们过往的案例作品集，风格多样。,0,0,1,2.6,
d9fa90fc-47f1-414a-9ae2-703e04b6558c,6a4653576c44ebb261515d88,1,设备和后期设施齐全，可以一站式完成全流程制作。,1,1,0,4.4,008a42eb-9654-4cc0-acf9-1f4488686421
3d384ffe-a0fd-4baf-b000-ae5a31c8ad4e,6a465357828af479a8517aeb,1,从专业角度建议，这个视频可以用电影级调色提升质感。,1,0,0,2.9,
cf3477b7-9acb-4a38-af5b-35784c840999,6a4653579f766c68cd516304,1,请问这个项目有明确的上线时间节点吗？,0,0,0,1.3,1b5ec594-be45-45d1-9154-dc57b3df40a2
997959e2-8eda-4772-8266-d009878cca96,6a46535754174f8f10515e0a,1,您希望视频呈现什么风格？高端大气还是亲民接地气？,1,1,0,3.6,
77a6dfe7-a7fe-4af5-9e46-5994361bae21,6a4653573836de30b0517c9a,1,视频中需要突出哪些产品功能或特性？,1,0,0,1.8,
fcc34259-c342-42a2-ac66-fa0bce64874f,6a46535709485fd337517218,1,我们做的项目多次被客户用作内部培训案例。,1,1,0,2.6,
1f3db407-1910-46d4-824e-12bfe89f28e1,6a465357718b5caf975174ba,1,,0,0,0,2.2,bf6fb199-037b-4d3e-b5ba-47fcb586082f
efb16cd2-5377-4930-8cb1-6f2615e8e514,6a465357f4a34801d25172a0,1,我们对此非常感兴趣，可以约时间详聊。,1,1,0,2.5,98734db2-3ae6-41bf-bd4c-ac8795138e7b
f5d26ca7-b5f5-425f-948d-1cf887312fed,6a465357f04ce78312516f89,1,请问这个视频的目标受众是谁？我们好精准定位风格。,0,1,0,2.3,
11ad6e4e-7ad8-42dc-93e7-d327b58a716b,6a4653575def99719751644c,1,同感，拥有跨行业的拍摄经验，能够快速适应不同需求。,1,1,1,2.4,4c82116f-8a48-44a9-8889-c9decae6837c
dea56529-da0a-4c2e-9a12-864a30755759,6a465357450ccd3c8b516c10,1,,0,0,0,4.6,f68418b5-caa6-4f22-84d3-15806691a5d3
74b38efd-7085-4149-80db-5f358454d677,6a4653571aba048cf2515eed,1,,1,0,0,3,
1231d0e0-7d08-43e2-9cfa-946a0651e49e,6a46535798c606309a517eee,1,我们有专业的后期团队，调色、剪辑、特效全流程覆盖。,1,1,0,1.9,fb1a25f6-dd78-4be5-a867-864118ae87af
90eae660-94d7-4046-8c17-091d0cacca8d,6a465357f4d1c95223516532,1,我们有专业的灯光器材和布光团队，保证画质。,0,1,1,1.8,26a0dd1c-7c89-4c6d-810d-072f622681f0
92d2ca2a-123a-45c0-9814-aebfed9357da,6a465357a678c45dab5154fc,1,拥有电影级拍摄设备，画面质感有保证。,1,0,1,4.1,
dec58193-b26d-4676-b6ef-47653521683a,6a465357355e72a0cf515ce7,1,这个视频的风格有参考方向吗？还是完全创新？,1,1,1,3.5,44a6c1bb-8410-4764-93ab-ba91b690553a
2dd7e380-f75e-4a76-b6bf-f18e980c8fcf,6a465357614fb4028d517879,1,我们自有全套专业拍摄设备，包括4K电影机、灯光等。,0,0,1,2.9,
ce689935-2db7-4cae-8620-15eb87c06ba5,6a4653572eb9c3be97517b64,1,建议用反差对比的手法来突出品牌特点。,1,1,0,3.6,698a94b9-d32f-4cff-b5be-8303848690f7
3d9d218b-a8ca-4984-9f49-890062bb9a16,6a465357ee6050fbbc515fa2,1,想确认一下，这个视频主要是线上投放还是线下使用？,1,0,1,4,
e1a7e957-494d-49e5-8271-c26b55ff0e6f,6a465357e2cf2a672151740f,1,,0,1,0,3,4d40bec4-eec7-4616-94ae-c377cf30ff61
dd133c11-69d8-4d9e-9984-e5fcce3a1219,6a465357fbbaed2eea517475,1,团队持有多项影视行业专业资格证书。,0,0,0,2.4,679136c5-6b32-4860-8666-c532880dae3b
7a504840-6d9b-4db6-8217-ce1cc4299df7,6a46535781d028a288516593,1,我们有专业的后期制作团队和全套剪辑设备。,1,0,0,1.2,545fa5e9-ca3f-4877-8c02-d446e7d164cc
6a6b5eea-0276-4b9c-b425-e60cb447c42b,6a465357822c09618151683f,1,我们愿意投入最好的资源来做这个项目。,0,0,1,2.5,d0908a15-b2a5-4a4d-9149-683008614b36
9e223cce-7c4a-418c-a6e1-f381c5fdc701,6a46535711ba5e5d85515cfb,1,我们想到几个不错的创意方向，可以约时间详细聊。,1,0,0,4.1,0e54d7fb-7ba6-4196-b1c8-c21206937a5a
10f8832e-498a-411a-a19e-10a3186a8b16,6a46535739cbd2d2fb517c37,1,我们是多个大型平台的官方合作服务商。,1,1,1,4.5,6013ef5f-02bc-4f98-b687-a47d4f51ff01
0456a473-d5a7-48d0-8cbc-45601618c36a,6a4653574171588289516288,1,团队对此类需求非常有经验，希望能进一步沟通。,0,0,0,4.2,908f90f5-f1a2-4c78-b962-bdf211bd7fd0
a9f10254-a8a4-482b-aa45-0f4a5a2a8108,6a465357d6ce03b0a0515423,1,我们的作品辨识度高，风格鲜明，不容易同质化。,0,1,0,2.1,
a2d6c7e5-8ebc-45bd-9665-b157381a37a9,6a465357d02f9c1d7a51764d,1,方案上我们可以出三个不同方向供您选择。,0,0,1,3.5,3e0d7e37-a95f-414c-a5ee-b1d99d6b2603
6a1a201b-6f14-49fd-9d59-dca013e7bf6b,6a465357b9e92162515160ef,1,,0,0,1,4.2,bd338428-1964-493b-b324-1f4121d4ca6d
5807312f-b9d2-4a19-815b-140555df4e07,6a465357e1e6bb9278517057,1,我们可以协调档期，保证在您需要的时间完成。,0,1,1,2.1,
48818ef7-f1f5-48a6-823c-3e5d9f50d5b3,6a46535757775aa28c5162df,1,,1,0,1,3.5,ce1acfc1-caca-43ea-91f7-12d023b868b7
11311d5b-7328-4395-8b4e-70a48bf45561,6a465357126cf1be3e515e4f,1,我们之前做的类似案例客户反馈都很好，可以考虑我们。,1,0,0,2.2,
8316c4e5-af67-4837-9eeb-be6bb6cad373,6a465357ae0488a8db5160f4,1,同感，请问这个视频的目标受众是谁？我们好精准定位风格。,0,0,1,2.5,d3db0ede-f2a0-4d10-9d96-113b3e4977c9
99486b93-1b4c-4c2a-9a93-399b75ce843f,6a4653574b0b96cdfe517957,1,承诺成片质量不低于样片标准，有保障。,0,1,0,1.2,d71ca49d-5385-465f-8e04-cfea558ba07b
ae0f6a6e-1978-45c3-9884-cd995b65588a,6a465357ac1bc9ffbe515c98,1,建议用快节奏剪辑配合强视觉冲击，适合短视频平台。,0,1,1,3.8,23c55b75-669d-4d1f-8ba7-23b80730e918
b23f5934-e949-4704-8ec4-90fb4430eff4,6a465357a4eee46301517a6f,1,,1,1,1,3.1,
c34fd097-280c-4d7f-8d1d-bd642e5145ab,6a46535751ab76f7b85176ca,1,我们有专业的后期制作团队和全套剪辑设备。,0,0,0,2.5,a6f6ed7e-f964-4abc-874b-7a6d33f53622
920b3184-ffed-4d65-96f4-41230093a7e2,6a46535720d74c8d5551521d,1,我们可以保证在约定时间内高质量完成交付。,0,0,1,3.8,
a4610fb8-5641-4a51-bbc5-07febbd909c5,6a4653572aece4c843516264,1,这个视频的风格有参考方向吗？还是完全创新？,1,1,0,4.4,
88bede76-d56e-4be3-b7ce-9c93f43a4058,6a465357e88268cf8c5153ba,1,我们是政府认证的影视制作企业，资质齐全。,0,0,1,3.4,9d12365c-8d79-4a25-967d-1f135f3415d3
3709b57e-9b8c-4cf2-82ce-dad036cf9816,6a465357a3d4c1238d515b22,1,,1,0,1,4.2,
cccd53d5-5f0d-42d0-9627-394888e9d249,6a465357b0b44befcc516dee,1,我们有丰富的电商视频拍摄经验，熟悉各平台规则。,0,1,1,3,
b8696a8c-577f-4200-9d14-e0ca3cd33bf2,6a465357749210e2b251527e,1,,0,1,0,4.6,
c6093301-4ee9-49d2-af8b-f682c8b2a4c9,6a465357731160f99b517dda,1,建议视频中加入一些实拍和动画结合的元素，更有看点。,0,0,0,2.8,
9f7cc0a4-103b-49d8-a5bb-db118bfba5a9,6a4653577128e869a45153a4,1,我们的作品辨识度高，风格鲜明，不容易同质化。,1,0,1,4.5,4beb0edc-c890-41c2-b079-fc07c74fb675
55710d0b-0f41-497f-90cb-a814c114abe5,6a465357ecd3b8c6d3517623,1,我们承诺用最好的团队和资源来做这个项目。,0,1,0,1.4,97688521-dbbe-41b0-8295-621b2e803ca1
9fdac504-399c-401a-96ba-38d305e0cbd8,6a46535725b255539151787e,1,请问视频拍摄需要提前去现场踩点吗？,0,0,0,2.2,3296a985-527e-461d-8314-4c2280074c3e
6c31f4d3-748a-484d-acca-40157437e863,6a465357bb206ad7f5517428,1,我们做过同类产品的推广视频，转化效果很好。,1,1,1,5,d098a74a-73a9-4462-9365-027f367f1681
31cb310e-327a-4174-a32d-10c5277c2c40,6a465357fcc173297851617b,1,,0,1,1,2.8,
e4278c3a-c116-4e1c-be28-09cc6362c105,6a465357e6e0870f08515a17,1,,0,1,1,2.1,143e4194-588f-4926-b3b3-73b4b66358ff
9c185c54-0ed6-460b-9f78-a17c85c57f2d,6a4653579f691baf2a517ca0,1,团队在短视频领域有深入研究，擅长打造爆款内容。,1,0,1,3.9,50e3e124-8741-4d4f-aaf8-38f913a1634e
914311fc-8ca7-454a-9742-7f665f403d0a,6a465357808625dc55517860,1,,0,1,0,4.1,bae5a325-c5ea-43ec-a3db-c3f3fdfe1035
8c23a2eb-68be-4fba-aa25-f726d1071b14,6a465357851e26876a5171b1,1,团队规模灵活，可以根据项目大小调整人员配置。,1,1,1,3.9,d85d3b3a-22df-41ef-b6bf-de60d6301339
accf45ef-2109-4167-8b30-9af92ef1cca3,6a465357782d3691275165e9,1,我们的优势在于能把品牌故事讲好，不止是拍得好看。,1,1,0,4.7,b7833d02-4e3d-467e-af94-145ca928493e
4734a992-616c-4bf0-b9b9-068a1b59e89e,6a465357ec275899ea5156b0,1,团队每个成员都有多年行业经验，配合默契。,0,0,1,2.4,8e4e96ca-74d3-48c6-83bf-d8ae036b7c20
45dd8f03-30c1-4028-9bda-0a9f47587ba9,6a46535713a83f66e651796a,1,,0,0,0,3,
2dfaee90-c21e-4c8e-ad8b-be03b953c409,6a4653571d6cac443c5176c1,1,,0,0,0,2.7,e2fa7f68-de88-470f-88b3-ce0caa9d9a8f
ad9cc7aa-795d-4780-a860-97b6a9aab7e5,6a46535796e0bcd90051684b,1,这个视频建议采用故事化叙事，会更打动观众。,0,1,0,1,5d1bebfe-346e-432d-b387-ac43eb36b28b
28848e7a-6ce2-4666-b635-e92982bbaae6,6a465357e1b105cccc517732,1,,1,1,1,4.2,
ddf8759e-deec-4f47-a19b-d14742ec2312,6a465357557eae3f0c517158,1,,0,0,1,2.3,7dbc6e8c-c481-47ec-aa4c-3975bdda7eae
de93eb73-ea5b-4cde-b020-7f73b2d172dd,6a4653578d46e418915179a8,1,非常期待能参与这个项目，我们团队很匹配！,1,1,1,3.5,805b588e-c09b-4989-b2b0-9c172f51db35
de67db36-0333-4694-bb5c-6481744f70fe,6a465357726f93360551700d,1,我们提供完善的售后服务，交付后有修改需求也响应。,1,0,0,2.9,
9f06b691-d0f2-40db-b8ab-48ab0d657a0c,6a465357ddde87a3bd5179f1,1,,0,1,1,1.4,9d1ae6e6-a9a3-408c-b289-b61af4f15926
0a5359b5-43a6-4820-9448-01b6676dd1d6,6a4653573f4740ef25515ebf,1,,0,1,0,2.1,
14e99141-2a32-4d0c-9304-5b47ac3ccc7f,6a465357cb117d35cc516acd,1,行业经验丰富，知道什么样的内容在这个领域最有效。,0,0,1,2.8,f8e4a67a-e0a3-4770-9023-75c832656737
91fc6de9-0634-4e47-9450-af5fc6517cbd,6a46535798a7983548517a25,1,团队核心成员均来自一线影视公司，专业度高。,0,1,0,2.7,
4f484c57-4ca5-48d4-8439-7e9761727926,6a465357e702462a77517a32,1,团队小而精，服务灵活，比大公司更有责任心。,0,0,0,1.5,bf6fb199-037b-4d3e-b5ba-47fcb586082f
185826e7-d7c4-4272-b952-1872a7aa4ca8,6a465357e1fda46845515335,1,我们的优势是创意强，不只是拍画面，更注重讲故事。,0,0,1,4.2,f2411c61-4b28-4744-95ad-5921d31e4aff
5985d1af-e724-4b8c-967b-063cf572e51f,6a4653574297709ce6517b3e,1,请问品牌的核心卖点是什么？视频要重点突出哪些？,0,0,0,3.3,
6ab989c7-8e46-4f0c-bb33-b0d09586d46c,6a465357e433a2b47a516e02,1,团队在短视频领域有深入研究，擅长打造爆款内容。,0,1,0,3.2,b82cea00-e5d6-411f-9389-642271674f45
5f30c7db-91c6-4fb7-bcd3-545bd0ab94e9,6a4653574b03dc9d285155b0,1,我们是多个大型平台的官方合作服务商。,0,0,0,2.9,
36cf5608-9b6e-40d5-9f8c-31e75c7e2c09,6a4653575f5512567551688a,1,可以发我们的案例集给您参考，看看是否符合预期。,1,0,0,3.8,b8ed8894-2c88-4eb2-a6e1-b9648201a6ee
27e4b96b-ea23-4133-b154-e5e812ec3a0b,6a465357e8215d8e52516e27,1,,1,1,0,4.1,b83ade4f-e47c-47bd-92ea-76e271e76374
dfe99dcb-afe5-4144-8d83-98a639f6c6a4,6a4653570a77fa0390515af3,1,,1,1,0,4.4,b3867501-0f02-4772-9d9d-12d897e3bd19
f551278b-d819-44d2-8a1d-3f9ff29e6657,6a465357cb4791cbbb516827,1,,0,1,1,3.4,
f8be762a-d7f7-4c85-8fed-fd97777cef8d,6a46535795272e13ad517db5,1,我们很想接这个项目，因为是我们擅长的领域。,1,1,0,2.8,
f94c88f7-e0ef-4e3f-a414-7a5624b571e3,6a4653572824fb55145166c8,1,,1,1,0,3.1,0c3e7fc7-7fac-447f-b830-9ccaad45501c
eff3334f-ffe0-4e47-9eca-10925a838c61,6a46535784ed99ab4e5177bb,1,项目全程透明，进度随时同步，沟通顺畅。,1,0,0,1,
08a01ff7-ff83-4057-8cf6-cd076941dacc,6a465357c938b837fd516287,1,我们自有全套专业拍摄设备，包括4K电影机、灯光等。,1,1,1,2.7,
d785f26e-c858-4b2b-aaad-803b2d9e2292,6a46535719d8ac5a84517950,1,视频主要想传达什么核心信息？方便透露吗？,1,1,0,2.9,232e4733-1f5a-4c9d-89ca-c084cb973661
27e4b96b-ea23-4133-b154-e5e812ec3a0b,6a4653575f4b5896ce515edd,1,,0,0,0,3.4,
ba45fff2-8033-4db4-9add-07b4652a50fe,6a465357a8df5e489c516339,1,,0,1,1,3.5,
0aee74b4-0494-442a-8fd3-db557c4f2b2c,6a465357c155e3b96151527b,1,,0,1,1,3.5,a35adf29-e437-4b2f-b400-f9bf23f392c6
1e464396-e991-4934-b8af-e3d7ac026a2b,6a465357e1c232adb2515d55,1,这个视频建议采用故事化叙事，会更打动观众。，期待,1,1,1,2.3,
a25800e4-ef45-4412-9742-bdef12c549db,6a46535774595edf61518013,1,有丰富的广告片、宣传片、纪录片拍摄经验。,1,0,0,3.9,c01a93bc-aee5-478f-b9c2-6cdd82313df4
738b9c2f-27c4-4f53-b0dc-ba9b4ffdb226,6a465357156decb6415164ad,1,我们熟悉这个品类的用户心理，知道怎么拍能打动他们。,1,0,1,3.4,
ec952102-f8ea-4a2d-a588-e434661d35d4,6a4653575b00c41fc3516e66,1,,0,1,1,3.9,
9450fee5-ba8f-493f-953c-4a5cb4faf27a,6a46535737c82d2847517b8e,1,我们之前的作品获得过客户的高度认可和转介绍。,1,1,1,2.8,
40b20ac5-c5f5-487f-986c-a3a08acc11f9,6a46535778fa404bee517ce8,1,我们服务过多个头部品牌，视频质量获得一致好评。,0,0,0,2.2,abbab598-892c-40bf-85e1-94a646a0d8db
f5997306-4304-48c2-8939-b3f190529661,6a465357adae23df59517bb9,1,我们之前做的类似视频播放量超百万，效果显著。,0,1,0,3.7,
8f24fc67-0911-4a12-9b5d-bc3f3649267b,6a465357c17cdcf146516d86,1,设备齐全，从索尼FX6到RED都有，满足不同档次需求。,0,0,1,1.3,
90e6efe3-a1dd-48b8-b44d-33fff2e2d72c,6a465357a44ecefb81515e07,1,我们可以承接这个项目，而且价格很合理。,1,0,0,3.3,2eb15530-6292-4cc5-bc8d-9f55312dc59e
f555490f-a4b5-47a9-b05a-7779b5fd660a,6a465357ba246eafba517c14,1,我们的制作流程很规范，质量稳定，性价比高。,1,1,0,1.7,
afed3805-6e27-42c9-a914-bcf01be8c528,6a4653573078d2f72351745b,1,,0,1,0,1.7,08c23a2c-d6d9-4164-b327-8d7abe8d564c
f0e48e56-e4bb-42a3-b27c-192ef7f63b92,6a465357aee57f4892517cde,1,,0,1,0,4.2,
ef0cb226-fd9d-4f7b-86c6-fbbe890c3dc8,6a4653575b12b31b9b51793f,1,团队很感兴趣，可以马上安排沟通具体方案。,0,0,1,3.4,
825a498d-4bcb-4c43-9c2c-660fc1ea4ed3,6a465357cafd242b615154ff,1,可以发我们的案例集给您参考，看看是否符合预期。,0,1,0,2.7,
ae67a4f5-05d4-47b0-89fe-9928fbb7e709,6a4653576550d158b4517368,1,团队曾获得多个视频类奖项，专业能力得到认可。,0,0,0,1.8,b0d221d1-f6a3-4ec9-b5cc-09bcf6a9e5b3
dccf247f-7e77-44a3-8afa-42b8ba3f8c88,6a465357f7cbc5143f516d21,1,,0,1,0,4.8,3fefe2d7-43ce-4c69-95f0-6ddad61f3f74
fc3f04ca-e460-4ca4-b813-34b1dfd059ee,6a46535725a78f7fe651629c,1,,0,1,0,2.3,bd4dab80-8ff1-49ca-8017-5c2064bb1cce
852d93c6-2cf8-4d11-8d13-a26304928cfc,6a465357e9c677710d516731,1,,0,1,1,2.1,0e3c6d78-8fb1-471d-959a-9be25d3f6045
2b71dfa2-eefa-4e4b-a91f-3df56ffafd95,6a4653576780015ada517043,1,,0,1,0,1.5,b80c97bc-a608-4117-b047-821ba82c9420
ae5aaaa5-f176-43f4-9f4f-d2bdc4bed7bf,6a46535750d8c9fab0515b91,1,我们更注重理解品牌内核，而不仅仅是执行拍摄。,1,1,0,3.1,bdcb82fd-66e5-45d5-ac53-3731c91514f8
b856f908-13e7-49a8-8c74-fc55729ca970,6a465357e73c0867c651567f,1,签约后会有专属项目经理跟进，确保项目顺利推进。,0,1,0,4.1,
cb0bb97c-5751-42bb-b901-f6558090e761,6a465357dd815ba2ed517358,1,之前合作过的客户都给了五星好评，口碑很好。,1,1,1,4.1,
815b7c1d-83a1-479e-b522-50cbd58e56e3,6a46535766fa9dd1305170dd,1,,0,0,1,3.9,
0bad9950-8a2a-4437-a4a2-8da7e2c20646,6a4653571dad0b0d11515554,1,,0,1,1,2.3,
9c26e1b0-d45c-4dd6-a15b-a547ab84083b,6a465357b071d9bcc2517998,1,自有专业录音设备，收音质量达到广播级标准。,1,0,0,4.1,
66af7b31-e757-4f73-b90c-6fd5a365ceaa,6a4653571e55c7911e516882,1,这个项目我们很感兴趣！团队非常擅长这类拍摄。,0,1,0,4.4,ce76bec4-a0ab-491c-a0a7-fa6f627b4955
7471a985-afce-4917-9690-bebe682b9c04,6a4653575777a829a25171e5,1,我们自有全套专业拍摄设备，包括4K电影机、灯光等。,1,0,1,4.3,
067e7779-5a61-4efb-8e27-dd1338f6913d,6a4653572e29f795be516f04,1,我们有专业的后期团队，调色、剪辑、特效全流程覆盖。,1,0,0,2.3,
9a157988-931d-48bb-a549-c82feeb668d6,6a4653572e6b1e27cb517ca1,1,多年的拍摄经验让我们能快速理解品牌需求。,0,1,1,1,
